"Time","{instance=""worker3"", interface=""lxcc7a949fee869""}"
2025-07-07 15:14:34,589 B/s
2025-07-07 15:14:36,696 B/s
2025-07-07 15:14:38,696 B/s
2025-07-07 15:14:40,696 B/s
2025-07-07 15:14:42,696 B/s
2025-07-07 15:14:44,696 B/s
2025-07-07 15:14:46,588 B/s
2025-07-07 15:14:48,565 B/s
2025-07-07 15:14:50,597 B/s
2025-07-07 15:14:52,898 B/s
2025-07-07 15:14:54,898 B/s
2025-07-07 15:14:56,898 B/s
2025-07-07 15:14:58,898 B/s
2025-07-07 15:15:00,717 B/s
2025-07-07 15:15:02,903 B/s
2025-07-07 15:15:04,940 B/s
2025-07-07 15:15:06,1.11 kB/s
2025-07-07 15:15:08,1.11 kB/s
2025-07-07 15:15:10,1.11 kB/s
2025-07-07 15:15:12,1.11 kB/s
2025-07-07 15:15:14,1.11 kB/s
2025-07-07 15:15:16,941 B/s
2025-07-07 15:15:18,904 B/s
2025-07-07 15:15:20,1.05 kB/s
2025-07-07 15:15:22,1.24 kB/s
2025-07-07 15:15:24,1.24 kB/s
2025-07-07 15:15:26,1.24 kB/s
2025-07-07 15:15:28,1.24 kB/s
2025-07-07 15:15:30,1.24 kB/s
2025-07-07 15:15:32,899 B/s
2025-07-07 15:15:34,936 B/s
2025-07-07 15:15:36,1.11 kB/s
2025-07-07 15:15:38,1.11 kB/s
2025-07-07 15:15:40,1.11 kB/s
2025-07-07 15:15:42,1.11 kB/s
2025-07-07 15:15:44,1.11 kB/s
2025-07-07 15:15:46,941 B/s
2025-07-07 15:15:48,904 B/s
2025-07-07 15:15:50,867 B/s
2025-07-07 15:15:52,984 B/s
2025-07-07 15:15:54,984 B/s
2025-07-07 15:15:56,984 B/s
2025-07-07 15:15:58,984 B/s
2025-07-07 15:16:00,984 B/s
2025-07-07 15:16:02,892 B/s
2025-07-07 15:16:04,928 B/s
2025-07-07 15:16:06,1.10 kB/s
2025-07-07 15:16:08,1.10 kB/s
2025-07-07 15:16:10,1.10 kB/s
2025-07-07 15:16:12,1.22 kB/s
2025-07-07 15:16:14,1.22 kB/s
2025-07-07 15:16:16,1.22 kB/s
2025-07-07 15:16:18,1.22 kB/s
2025-07-07 15:16:20,1.22 kB/s
2025-07-07 15:16:22,1.40 kB/s
2025-07-07 15:16:24,1.40 kB/s
2025-07-07 15:16:26,1.19 kB/s
2025-07-07 15:16:28,1.14 kB/s
2025-07-07 15:16:30,1.10 kB/s
2025-07-07 15:16:32,1.14 kB/s
2025-07-07 15:16:34,1.19 kB/s
2025-07-07 15:16:36,1.42 kB/s
2025-07-07 15:16:38,1.42 kB/s
2025-07-07 15:16:40,1.42 kB/s
2025-07-07 15:16:42,1.23 kB/s
2025-07-07 15:16:44,1.23 kB/s
2025-07-07 15:16:46,1.23 kB/s
2025-07-07 15:16:48,1.23 kB/s
2025-07-07 15:16:50,1.23 kB/s
2025-07-07 15:16:52,1.11 kB/s
2025-07-07 15:16:54,1.11 kB/s
2025-07-07 15:16:56,941 B/s
2025-07-07 15:16:58,904 B/s
2025-07-07 15:17:00,867 B/s
2025-07-07 15:17:02,1.03 kB/s
2025-07-07 15:17:04,1.03 kB/s
2025-07-07 15:17:06,1.03 kB/s
2025-07-07 15:17:08,1.03 kB/s
2025-07-07 15:17:10,1.03 kB/s
2025-07-07 15:17:12,929 B/s
2025-07-07 15:17:14,968 B/s
2025-07-07 15:17:16,1.15 kB/s
2025-07-07 15:17:18,1.15 kB/s
2025-07-07 15:17:20,1.15 kB/s
2025-07-07 15:17:22,1.15 kB/s
2025-07-07 15:17:24,1.15 kB/s
2025-07-07 15:17:26,983 B/s
2025-07-07 15:17:28,945 B/s
2025-07-07 15:17:30,907 B/s
2025-07-07 15:17:32,1.27 kB/s
2025-07-07 15:17:34,1.27 kB/s
2025-07-07 15:17:36,1.27 kB/s
2025-07-07 15:17:38,1.27 kB/s
2025-07-07 15:17:40,1.27 kB/s
2025-07-07 15:17:42,891 B/s
2025-07-07 15:17:44,928 B/s
2025-07-07 15:17:46,1.11 kB/s
2025-07-07 15:17:48,1.11 kB/s
2025-07-07 15:17:50,1.11 kB/s
2025-07-07 15:17:52,1.11 kB/s
2025-07-07 15:17:54,1.11 kB/s
2025-07-07 15:17:56,946 B/s
2025-07-07 15:17:58,909 B/s
2025-07-07 15:18:00,872 B/s
2025-07-07 15:18:02,1.22 kB/s
2025-07-07 15:18:04,1.22 kB/s
2025-07-07 15:18:06,1.22 kB/s
2025-07-07 15:18:08,1.22 kB/s
2025-07-07 15:18:10,1.22 kB/s
2025-07-07 15:18:12,889 B/s
2025-07-07 15:18:14,926 B/s
2025-07-07 15:18:16,1.11 kB/s
2025-07-07 15:18:18,1.11 kB/s
2025-07-07 15:18:20,1.11 kB/s
2025-07-07 15:18:22,1.11 kB/s
2025-07-07 15:18:24,1.11 kB/s
2025-07-07 15:18:26,946 B/s
2025-07-07 15:18:28,910 B/s
2025-07-07 15:18:30,873 B/s
2025-07-07 15:18:32,1.23 kB/s
2025-07-07 15:18:34,1.23 kB/s
2025-07-07 15:18:36,1.23 kB/s
2025-07-07 15:18:38,1.23 kB/s
2025-07-07 15:18:40,1.23 kB/s
2025-07-07 15:18:42,896 B/s
2025-07-07 15:18:44,934 B/s
2025-07-07 15:18:46,1.12 kB/s
2025-07-07 15:18:48,1.12 kB/s
2025-07-07 15:18:50,1.12 kB/s
2025-07-07 15:18:52,1.12 kB/s
2025-07-07 15:18:54,1.12 kB/s
2025-07-07 15:18:56,959 B/s
2025-07-07 15:18:58,922 B/s
2025-07-07 15:19:00,885 B/s
2025-07-07 15:19:02,1.23 kB/s
2025-07-07 15:19:04,1.23 kB/s
2025-07-07 15:19:06,1.23 kB/s
2025-07-07 15:19:08,1.23 kB/s
2025-07-07 15:19:10,1.23 kB/s
2025-07-07 15:19:12,901 B/s
2025-07-07 15:19:14,939 B/s
2025-07-07 15:19:16,977 B/s
2025-07-07 15:19:18,1.13 kB/s
2025-07-07 15:19:20,1.13 kB/s
2025-07-07 15:19:22,1.13 kB/s
2025-07-07 15:19:24,1.13 kB/s
2025-07-07 15:19:26,969 B/s
2025-07-07 15:19:28,932 B/s
2025-07-07 15:19:30,894 B/s
2025-07-07 15:19:32,988 B/s
2025-07-07 15:19:34,988 B/s
2025-07-07 15:19:36,988 B/s
2025-07-07 15:19:38,988 B/s
2025-07-07 15:19:40,988 B/s
2025-07-07 15:19:42,894 B/s
2025-07-07 15:19:44,932 B/s
2025-07-07 15:19:46,969 B/s
2025-07-07 15:19:48,1.12 kB/s
2025-07-07 15:19:50,1.12 kB/s
2025-07-07 15:19:52,1.12 kB/s
2025-07-07 15:19:54,1.12 kB/s
2025-07-07 15:19:56,965 B/s
2025-07-07 15:19:58,927 B/s
2025-07-07 15:20:00,890 B/s
2025-07-07 15:20:02,1.26 kB/s
2025-07-07 15:20:04,1.26 kB/s
2025-07-07 15:20:06,1.26 kB/s
2025-07-07 15:20:08,1.26 kB/s
2025-07-07 15:20:10,1.26 kB/s
2025-07-07 15:20:12,1.19 kB/s
2025-07-07 15:20:14,1.24 kB/s
2025-07-07 15:20:16,1.29 kB/s
2025-07-07 15:20:18,1.50 kB/s
2025-07-07 15:20:20,1.50 kB/s
2025-07-07 15:20:22,1.50 kB/s
2025-07-07 15:20:24,1.50 kB/s
2025-07-07 15:20:26,1.29 kB/s
2025-07-07 15:20:28,1.24 kB/s
2025-07-07 15:20:30,1.19 kB/s
2025-07-07 15:20:32,1.31 kB/s
2025-07-07 15:20:34,1.31 kB/s
2025-07-07 15:20:36,1.31 kB/s
2025-07-07 15:20:38,1.31 kB/s
2025-07-07 15:20:40,1.31 kB/s
2025-07-07 15:20:42,942 B/s
2025-07-07 15:20:44,981 B/s
2025-07-07 15:20:46,1.02 kB/s
2025-07-07 15:20:48,1.19 kB/s
2025-07-07 15:20:50,1.19 kB/s
2025-07-07 15:20:52,1.19 kB/s
2025-07-07 15:20:54,1.19 kB/s
2025-07-07 15:20:56,1.02 kB/s
2025-07-07 15:20:58,983 B/s
2025-07-07 15:21:00,944 B/s
2025-07-07 15:21:02,1.01 kB/s
2025-07-07 15:21:04,1.01 kB/s
2025-07-07 15:21:06,1.01 kB/s
2025-07-07 15:21:08,1.01 kB/s
2025-07-07 15:21:10,1.01 kB/s
2025-07-07 15:21:12,892 B/s
2025-07-07 15:21:14,930 B/s
2025-07-07 15:21:16,967 B/s
2025-07-07 15:21:18,1.12 kB/s
2025-07-07 15:21:20,1.12 kB/s
2025-07-07 15:21:22,1.12 kB/s
2025-07-07 15:21:24,1.12 kB/s
2025-07-07 15:21:26,972 B/s
2025-07-07 15:21:28,935 B/s
2025-07-07 15:21:30,897 B/s
2025-07-07 15:21:32,1.27 kB/s
2025-07-07 15:21:34,1.27 kB/s
2025-07-07 15:21:36,1.27 kB/s
2025-07-07 15:21:38,1.27 kB/s
2025-07-07 15:21:40,1.27 kB/s
2025-07-07 15:21:42,947 B/s
2025-07-07 15:21:44,987 B/s
2025-07-07 15:21:46,1.03 kB/s
2025-07-07 15:21:48,1.20 kB/s
2025-07-07 15:21:50,1.20 kB/s
2025-07-07 15:21:52,1.20 kB/s
2025-07-07 15:21:54,1.20 kB/s
2025-07-07 15:21:56,1.04 kB/s
2025-07-07 15:21:58,996 B/s
2025-07-07 15:22:00,956 B/s
2025-07-07 15:22:02,1.02 kB/s
2025-07-07 15:22:04,1.02 kB/s
2025-07-07 15:22:06,1.02 kB/s
2025-07-07 15:22:08,1.02 kB/s
2025-07-07 15:22:10,1.02 kB/s
2025-07-07 15:22:12,929 B/s
2025-07-07 15:22:14,968 B/s
2025-07-07 15:22:16,1.01 kB/s
2025-07-07 15:22:18,1.17 kB/s
2025-07-07 15:22:20,1.17 kB/s
2025-07-07 15:22:22,1.17 kB/s
2025-07-07 15:22:24,1.17 kB/s
2025-07-07 15:22:26,1.17 kB/s
2025-07-07 15:22:28,980 B/s
2025-07-07 15:22:30,941 B/s
2025-07-07 15:22:32,1.31 kB/s
2025-07-07 15:22:34,1.31 kB/s
2025-07-07 15:22:36,1.31 kB/s
2025-07-07 15:22:38,1.31 kB/s
2025-07-07 15:22:40,1.31 kB/s
2025-07-07 15:22:42,978 B/s
2025-07-07 15:22:44,1.02 kB/s
2025-07-07 15:22:46,1.06 kB/s
2025-07-07 15:22:48,1.24 kB/s
2025-07-07 15:22:50,1.24 kB/s
2025-07-07 15:22:52,1.24 kB/s
2025-07-07 15:22:54,1.24 kB/s
2025-07-07 15:22:56,1.24 kB/s
2025-07-07 15:22:58,1.04 kB/s
2025-07-07 15:23:00,994 B/s
2025-07-07 15:23:02,1.03 kB/s
2025-07-07 15:23:04,1.03 kB/s
2025-07-07 15:23:06,1.03 kB/s
2025-07-07 15:23:08,1.03 kB/s
2025-07-07 15:23:10,1.03 kB/s
2025-07-07 15:23:12,889 B/s
2025-07-07 15:23:14,927 B/s
2025-07-07 15:23:16,964 B/s
2025-07-07 15:23:18,1.13 kB/s
2025-07-07 15:23:20,1.13 kB/s
2025-07-07 15:23:22,1.13 kB/s
2025-07-07 15:23:24,1.13 kB/s
2025-07-07 15:23:26,1.13 kB/s
2025-07-07 15:23:28,944 B/s
2025-07-07 15:23:30,907 B/s
2025-07-07 15:23:32,1.23 kB/s
2025-07-07 15:23:34,1.23 kB/s
2025-07-07 15:23:36,1.23 kB/s
2025-07-07 15:23:38,1.23 kB/s
2025-07-07 15:23:40,1.23 kB/s
2025-07-07 15:23:42,1.18 kB/s
2025-07-07 15:23:44,1.24 kB/s
2025-07-07 15:23:46,1.29 kB/s
2025-07-07 15:23:48,1.51 kB/s
2025-07-07 15:23:50,1.51 kB/s
2025-07-07 15:23:52,1.51 kB/s
2025-07-07 15:23:54,1.51 kB/s
2025-07-07 15:23:56,1.51 kB/s
2025-07-07 15:23:58,1.26 kB/s
2025-07-07 15:24:00,1.21 kB/s
2025-07-07 15:24:02,1.35 kB/s
2025-07-07 15:24:04,1.35 kB/s
2025-07-07 15:24:06,1.35 kB/s
2025-07-07 15:24:08,1.35 kB/s
2025-07-07 15:24:10,1.35 kB/s
2025-07-07 15:24:12,997 B/s
2025-07-07 15:24:14,1.04 kB/s
2025-07-07 15:24:16,1.08 kB/s
2025-07-07 15:24:18,1.27 kB/s
2025-07-07 15:24:20,1.27 kB/s
2025-07-07 15:24:22,1.27 kB/s
2025-07-07 15:24:24,1.27 kB/s
2025-07-07 15:24:26,1.27 kB/s
2025-07-07 15:24:28,1.07 kB/s
2025-07-07 15:24:30,1.02 kB/s
2025-07-07 15:24:32,1.04 kB/s
2025-07-07 15:24:34,1.04 kB/s
2025-07-07 15:24:36,1.04 kB/s
2025-07-07 15:24:38,1.04 kB/s
2025-07-07 15:24:40,1.04 kB/s
2025-07-07 15:24:42,875 B/s
2025-07-07 15:24:44,912 B/s
2025-07-07 15:24:46,949 B/s
2025-07-07 15:24:48,1.12 kB/s
2025-07-07 15:24:50,1.12 kB/s
2025-07-07 15:24:52,1.12 kB/s
2025-07-07 15:24:54,1.12 kB/s
2025-07-07 15:24:56,1.12 kB/s
2025-07-07 15:24:58,940 B/s
2025-07-07 15:25:00,903 B/s
2025-07-07 15:25:02,1.22 kB/s
2025-07-07 15:25:04,1.22 kB/s
2025-07-07 15:25:06,1.22 kB/s
2025-07-07 15:25:08,1.22 kB/s
2025-07-07 15:25:10,1.22 kB/s
2025-07-07 15:25:12,863 B/s
2025-07-07 15:25:14,900 B/s
2025-07-07 15:25:16,936 B/s
2025-07-07 15:25:18,1.10 kB/s
2025-07-07 15:25:20,1.10 kB/s
2025-07-07 15:25:22,1.10 kB/s
2025-07-07 15:25:24,1.10 kB/s
2025-07-07 15:25:26,1.10 kB/s
2025-07-07 15:25:28,930 B/s
2025-07-07 15:25:30,894 B/s
2025-07-07 15:25:32,972 B/s
2025-07-07 15:25:34,972 B/s
2025-07-07 15:25:36,972 B/s
2025-07-07 15:25:38,972 B/s
2025-07-07 15:25:40,972 B/s
2025-07-07 15:25:42,874 B/s
2025-07-07 15:25:44,911 B/s
2025-07-07 15:25:46,949 B/s
2025-07-07 15:25:48,1.12 kB/s
2025-07-07 15:25:50,1.12 kB/s
2025-07-07 15:25:52,1.12 kB/s
2025-07-07 15:25:54,1.12 kB/s
2025-07-07 15:25:56,1.12 kB/s
2025-07-07 15:25:58,946 B/s
2025-07-07 15:26:00,909 B/s
2025-07-07 15:26:02,1.05 kB/s
2025-07-07 15:26:04,1.25 kB/s
2025-07-07 15:26:06,1.25 kB/s
2025-07-07 15:26:08,1.25 kB/s
2025-07-07 15:26:10,1.25 kB/s
2025-07-07 15:26:12,1.07 kB/s
2025-07-07 15:26:14,1.19 kB/s
2025-07-07 15:26:16,1.24 kB/s
2025-07-07 15:26:18,1.46 kB/s
2025-07-07 15:26:20,1.46 kB/s
2025-07-07 15:26:22,1.46 kB/s
2025-07-07 15:26:24,1.46 kB/s
2025-07-07 15:26:26,1.46 kB/s
2025-07-07 15:26:28,1.24 kB/s
2025-07-07 15:26:30,1.19 kB/s
2025-07-07 15:26:32,1.09 kB/s
2025-07-07 15:26:34,1.25 kB/s
2025-07-07 15:26:36,1.25 kB/s
2025-07-07 15:26:38,1.25 kB/s
2025-07-07 15:26:40,1.25 kB/s
2025-07-07 15:26:42,1.04 kB/s
2025-07-07 15:26:44,900 B/s
2025-07-07 15:26:46,937 B/s
2025-07-07 15:26:48,1.11 kB/s
2025-07-07 15:26:50,1.11 kB/s
2025-07-07 15:26:52,1.11 kB/s
2025-07-07 15:26:54,1.11 kB/s
2025-07-07 15:26:56,1.11 kB/s
2025-07-07 15:26:58,949 B/s
2025-07-07 15:27:00,911 B/s
2025-07-07 15:27:02,874 B/s
2025-07-07 15:27:04,965 B/s
2025-07-07 15:27:06,965 B/s
2025-07-07 15:27:08,965 B/s
2025-07-07 15:27:10,965 B/s
2025-07-07 15:27:12,965 B/s
2025-07-07 15:27:14,882 B/s
2025-07-07 15:27:16,918 B/s
2025-07-07 15:27:18,1.09 kB/s
2025-07-07 15:27:20,1.09 kB/s
2025-07-07 15:27:22,1.09 kB/s
2025-07-07 15:27:24,1.09 kB/s
2025-07-07 15:27:26,1.09 kB/s
2025-07-07 15:27:28,932 B/s
2025-07-07 15:27:30,896 B/s
2025-07-07 15:27:32,859 B/s
2025-07-07 15:27:34,1.22 kB/s
2025-07-07 15:27:36,1.22 kB/s
2025-07-07 15:27:38,1.22 kB/s
2025-07-07 15:27:40,1.22 kB/s
2025-07-07 15:27:42,1.22 kB/s
2025-07-07 15:27:44,892 B/s
2025-07-07 15:27:46,929 B/s
2025-07-07 15:27:48,1.11 kB/s
2025-07-07 15:27:50,1.11 kB/s
2025-07-07 15:27:52,1.11 kB/s
2025-07-07 15:27:54,1.11 kB/s
2025-07-07 15:27:56,1.11 kB/s
2025-07-07 15:27:58,947 B/s
2025-07-07 15:28:00,910 B/s
2025-07-07 15:28:02,873 B/s
2025-07-07 15:28:04,1.29 kB/s
2025-07-07 15:28:06,1.29 kB/s
2025-07-07 15:28:08,1.29 kB/s
2025-07-07 15:28:10,1.29 kB/s
2025-07-07 15:28:12,1.29 kB/s
2025-07-07 15:28:14,960 B/s
2025-07-07 15:28:16,1000 B/s
2025-07-07 15:28:18,1.19 kB/s
2025-07-07 15:28:20,1.19 kB/s
2025-07-07 15:28:22,1.19 kB/s
2025-07-07 15:28:24,1.19 kB/s
2025-07-07 15:28:26,1.19 kB/s
2025-07-07 15:28:28,1.02 kB/s
2025-07-07 15:28:30,985 B/s
2025-07-07 15:28:32,945 B/s
2025-07-07 15:28:34,1.29 kB/s
2025-07-07 15:28:36,1.29 kB/s
2025-07-07 15:28:38,1.29 kB/s
2025-07-07 15:28:40,1.29 kB/s
2025-07-07 15:28:42,1.29 kB/s
2025-07-07 15:28:44,895 B/s
2025-07-07 15:28:46,932 B/s
2025-07-07 15:28:48,969 B/s
2025-07-07 15:28:50,1.12 kB/s
2025-07-07 15:28:52,1.12 kB/s
2025-07-07 15:28:54,1.12 kB/s
2025-07-07 15:28:56,1.12 kB/s
2025-07-07 15:28:58,961 B/s
2025-07-07 15:29:00,924 B/s
2025-07-07 15:29:02,887 B/s
2025-07-07 15:29:04,1.23 kB/s
2025-07-07 15:29:06,1.23 kB/s
2025-07-07 15:29:08,1.23 kB/s
2025-07-07 15:29:10,1.23 kB/s
2025-07-07 15:29:12,1.23 kB/s
2025-07-07 15:29:14,892 B/s
2025-07-07 15:29:16,929 B/s
2025-07-07 15:29:18,966 B/s
2025-07-07 15:29:20,1.12 kB/s
2025-07-07 15:29:22,1.12 kB/s
2025-07-07 15:29:24,1.12 kB/s
2025-07-07 15:29:26,1.12 kB/s
2025-07-07 15:29:28,962 B/s
2025-07-07 15:29:30,924 B/s
2025-07-07 15:29:32,887 B/s
2025-07-07 15:29:34,978 B/s
2025-07-07 15:29:36,978 B/s
2025-07-07 15:29:38,978 B/s
2025-07-07 15:29:40,978 B/s
2025-07-07 15:29:42,978 B/s
2025-07-07 15:29:44,886 B/s
2025-07-07 15:29:46,923 B/s
2025-07-07 15:29:48,961 B/s
2025-07-07 15:29:50,1.11 kB/s
2025-07-07 15:29:52,1.11 kB/s
2025-07-07 15:29:54,1.11 kB/s
2025-07-07 15:29:56,1.11 kB/s
2025-07-07 15:29:58,959 B/s
2025-07-07 15:30:00,922 B/s
2025-07-07 15:30:02,885 B/s
2025-07-07 15:30:04,1.20 kB/s
2025-07-07 15:30:06,1.20 kB/s
2025-07-07 15:30:08,1.20 kB/s
2025-07-07 15:30:10,1.20 kB/s
2025-07-07 15:30:12,1.20 kB/s
2025-07-07 15:30:14,858 B/s
2025-07-07 15:30:16,894 B/s
2025-07-07 15:30:18,930 B/s
2025-07-07 15:30:20,1.08 kB/s
2025-07-07 15:30:22,1.08 kB/s
2025-07-07 15:30:24,1.08 kB/s
2025-07-07 15:30:26,1.08 kB/s
2025-07-07 15:30:28,932 B/s
2025-07-07 15:30:30,896 B/s
2025-07-07 15:30:32,860 B/s
2025-07-07 15:30:34,704 B/s
2025-07-07 15:30:36,704 B/s
2025-07-07 15:30:38,704 B/s
2025-07-07 15:30:40,704 B/s
2025-07-07 15:30:42,704 B/s
2025-07-07 15:30:44,386 B/s
2025-07-07 15:30:46,402 B/s
2025-07-07 15:30:48,418 B/s
2025-07-07 15:30:50,486 B/s
2025-07-07 15:30:52,486 B/s
2025-07-07 15:30:54,486 B/s
2025-07-07 15:30:56,486 B/s
2025-07-07 15:30:58,420 B/s
2025-07-07 15:31:00,404 B/s
2025-07-07 15:31:02,388 B/s
2025-07-07 15:31:04,473 B/s
2025-07-07 15:31:06,473 B/s
2025-07-07 15:31:08,473 B/s
2025-07-07 15:31:10,473 B/s
2025-07-07 15:31:12,473 B/s
2025-07-07 15:31:14,381 B/s
2025-07-07 15:31:16,397 B/s
2025-07-07 15:31:18,413 B/s
2025-07-07 15:31:20,480 B/s
2025-07-07 15:31:22,480 B/s
2025-07-07 15:31:24,480 B/s
2025-07-07 15:31:26,480 B/s
2025-07-07 15:31:28,416 B/s
2025-07-07 15:31:30,400 B/s
2025-07-07 15:31:32,384 B/s
2025-07-07 15:31:34,476 B/s
2025-07-07 15:31:36,476 B/s
2025-07-07 15:31:38,476 B/s
2025-07-07 15:31:40,476 B/s
2025-07-07 15:31:42,476 B/s
2025-07-07 15:31:44,385 B/s
2025-07-07 15:31:46,401 B/s
2025-07-07 15:31:48,417 B/s
2025-07-07 15:31:50,486 B/s
2025-07-07 15:31:52,486 B/s
2025-07-07 15:31:54,486 B/s
2025-07-07 15:31:56,486 B/s
2025-07-07 15:31:58,486 B/s
2025-07-07 15:32:00,405 B/s
